Phase,Activity,Type,Category,Total,Correct,Wrong,% Correct,% Wrong,Avg Time,Next Low,Next Moderate,Next High
Εμπλοκή μαθητών,Γαλιλαίος,Explanation,High,51,,,0.0,0.0,162.1,Γη και Ήλιος,Γη και Ήλιος,Γη και Ήλιος
Εμπλοκή μαθητών,Γαλιλαίος,Explanation,Moderate,34,,,0.0,0.0,145.9,Γη και Ήλιος,Γη και Ήλιος,Γη και Ήλιος
Εμπλοκή μαθητών,Γαλιλαίος,Explanation,Low,5,,,0.0,0.0,182.6,Γη και Ήλιος,Γη και Ήλιος,Γη και Ήλιος
Εμπλοκή μαθητών,Γη και Ήλιος,Question,High,51,26,25,51.0,49.0,367.5,Επεξηγήσεις - Γη και Ήλιος,Επεξηγήσεις - Γη και Ήλιος,Γη και Ήλιος 2
Εμπλοκή μαθητών,Γη και Ήλιος,Question,Moderate,34,8,26,23.5,76.5,194.8,Επεξηγήσεις - Γη και Ήλιος,Επεξηγήσεις - Γη και Ήλιος,Γη και Ήλιος 2
Εμπλοκή μαθητών,Γη και Ήλιος,Question,Low,5,0,5,0.0,100.0,258.6,Επεξηγήσεις - Γη και Ήλιος,Επεξηγήσεις - Γη και Ήλιος,Γη και Ήλιος 2
Εμπλοκή μαθητών,Γη και Ήλιος 2,Question,High,51,44,7,86.3,13.7,69.5,Συμπληρωματική ερώτηση - Γη και Ήλιος 2,Καθοδήγηση - Γη και Ήλιος 2,Αρχικές υποθέσεις - Γεωκεντρικό μοντέλο
Εμπλοκή μαθητών,Γη και Ήλιος 2,Question,Moderate,34,12,22,35.3,64.7,46.5,Συμπληρωματική ερώτηση - Γη και Ήλιος 2,Καθοδήγηση - Γη και Ήλιος 2,Αρχικές υποθέσεις - Γεωκεντρικό μοντέλο
Εμπλοκή μαθητών,Γη και Ήλιος 2,Question,Low,4,0,4,0.0,100.0,43.8,Συμπληρωματική ερώτηση - Γη και Ήλιος 2,Καθοδήγηση - Γη και Ήλιος 2,Αρχικές υποθέσεις - Γεωκεντρικό μοντέλο
Εμπλοκή μαθητών,Επεξηγήσεις - Γη και Ήλιος,Explanation,High,25,,,0.0,0.0,265.8,Γη και Ήλιος 2,Γη και Ήλιος 2,Γη και Ήλιος 2
Εμπλοκή μαθητών,Επεξηγήσεις - Γη και Ήλιος,Explanation,Moderate,26,,,0.0,0.0,172.3,Γη και Ήλιος 2,Γη και Ήλιος 2,Γη και Ήλιος 2
Εμπλοκή μαθητών,Επεξηγήσεις - Γη και Ήλιος,Explanation,Low,4,,,0.0,0.0,59.8,Γη και Ήλιος 2,Γη και Ήλιος 2,Γη και Ήλιος 2
Εμπλοκή μαθητών,Καθοδήγηση - Γη και Ήλιος 2,Guidance,High,0,,,,,,Αρχικές υποθέσεις - Γεωκεντρικό μοντέλο,Αρχικές υποθέσεις - Γεωκεντρικό μοντέλο,Αρχικές υποθέσεις - Γεωκεντρικό μοντέλο
Εμπλοκή μαθητών,Καθοδήγηση - Γη και Ήλιος 2,Guidance,Moderate,0,,,,,,Αρχικές υποθέσεις - Γεωκεντρικό μοντέλο,Αρχικές υποθέσεις - Γεωκεντρικό μοντέλο,Αρχικές υποθέσεις - Γεωκεντρικό μοντέλο
Εμπλοκή μαθητών,Καθοδήγηση - Γη και Ήλιος 2,Guidance,Low,0,,,,,,Αρχικές υποθέσεις - Γεωκεντρικό μοντέλο,Αρχικές υποθέσεις - Γεωκεντρικό μοντέλο,Αρχικές υποθέσεις - Γεωκεντρικό μοντέλο
Εμπλοκή μαθητών,Συμπληρωματική ερώτηση - Γη και Ήλιος 2,Question,High,7,7,0,100.0,0.0,7.7,"Επεξήγηση για το αν πρέπει να κοιτάμε τον Ήλιο με γυμνό μάτι, Συμπληρωματική ερώτηση 2 - Γη και Ήλιος 2","Επεξήγηση για το αν πρέπει να κοιτάμε τον Ήλιο με γυμνό μάτι, Συμπληρωματική ερώτηση 2 - Γη και Ήλιος 2","Επεξήγηση για το αν πρέπει να κοιτάμε τον Ήλιο με γυμνό μάτι, Συμπληρωματική ερώτηση 2 - Γη και Ήλιος 2"
Εμπλοκή μαθητών,Συμπληρωματική ερώτηση - Γη και Ήλιος 2,Question,Moderate,22,21,1,95.5,4.5,12.6,"Επεξήγηση για το αν πρέπει να κοιτάμε τον Ήλιο με γυμνό μάτι, Συμπληρωματική ερώτηση 2 - Γη και Ήλιος 2","Επεξήγηση για το αν πρέπει να κοιτάμε τον Ήλιο με γυμνό μάτι, Συμπληρωματική ερώτηση 2 - Γη και Ήλιος 2","Επεξήγηση για το αν πρέπει να κοιτάμε τον Ήλιο με γυμνό μάτι, Συμπληρωματική ερώτηση 2 - Γη και Ήλιος 2"
Εμπλοκή μαθητών,Συμπληρωματική ερώτηση - Γη και Ήλιος 2,Question,Low,4,4,0,100.0,0.0,8.2,"Επεξήγηση για το αν πρέπει να κοιτάμε τον Ήλιο με γυμνό μάτι, Συμπληρωματική ερώτηση 2 - Γη και Ήλιος 2","Επεξήγηση για το αν πρέπει να κοιτάμε τον Ήλιο με γυμνό μάτι, Συμπληρωματική ερώτηση 2 - Γη και Ήλιος 2","Επεξήγηση για το αν πρέπει να κοιτάμε τον Ήλιο με γυμνό μάτι, Συμπληρωματική ερώτηση 2 - Γη και Ήλιος 2"
Εμπλοκή μαθητών,Συμπληρωματική ερώτηση 2 - Γη και Ήλιος 2,Question,High,7,7,0,100.0,0.0,9.6,"Αρχικές υποθέσεις - Γεωκεντρικό μοντέλο, Επεξήγηση για το αν πρέπει να κοιτάμε τον Ήλιο με τηλεσκόπιο","Αρχικές υποθέσεις - Γεωκεντρικό μοντέλο, Επεξήγηση για το αν πρέπει να κοιτάμε τον Ήλιο με τηλεσκόπιο","Αρχικές υποθέσεις - Γεωκεντρικό μοντέλο, Επεξήγηση για το αν πρέπει να κοιτάμε τον Ήλιο με τηλεσκόπιο"
Εμπλοκή μαθητών,Συμπληρωματική ερώτηση 2 - Γη και Ήλιος 2,Question,Moderate,22,19,3,86.4,13.6,14.8,"Αρχικές υποθέσεις - Γεωκεντρικό μοντέλο, Επεξήγηση για το αν πρέπει να κοιτάμε τον Ήλιο με τηλεσκόπιο","Αρχικές υποθέσεις - Γεωκεντρικό μοντέλο, Επεξήγηση για το αν πρέπει να κοιτάμε τον Ήλιο με τηλεσκόπιο","Αρχικές υποθέσεις - Γεωκεντρικό μοντέλο, Επεξήγηση για το αν πρέπει να κοιτάμε τον Ήλιο με τηλεσκόπιο"
Εμπλοκή μαθητών,Συμπληρωματική ερώτηση 2 - Γη και Ήλιος 2,Question,Low,4,2,2,50.0,50.0,10.8,"Αρχικές υποθέσεις - Γεωκεντρικό μοντέλο, Επεξήγηση για το αν πρέπει να κοιτάμε τον Ήλιο με τηλεσκόπιο","Αρχικές υποθέσεις - Γεωκεντρικό μοντέλο, Επεξήγηση για το αν πρέπει να κοιτάμε τον Ήλιο με τηλεσκόπιο","Αρχικές υποθέσεις - Γεωκεντρικό μοντέλο, Επεξήγηση για το αν πρέπει να κοιτάμε τον Ήλιο με τηλεσκόπιο"
Εμπλοκή μαθητών,Επεξήγηση για το αν πρέπει να κοιτάμε τον Ήλιο με γυμνό μάτι,Explanation,High,0,,,,,,Συμπληρωματική ερώτηση 2 - Γη και Ήλιος 2,Συμπληρωματική ερώτηση 2 - Γη και Ήλιος 2,Συμπληρωματική ερώτηση 2 - Γη και Ήλιος 2
Εμπλοκή μαθητών,Επεξήγηση για το αν πρέπει να κοιτάμε τον Ήλιο με γυμνό μάτι,Explanation,Moderate,1,,,0.0,0.0,128.0,Συμπληρωματική ερώτηση 2 - Γη και Ήλιος 2,Συμπληρωματική ερώτηση 2 - Γη και Ήλιος 2,Συμπληρωματική ερώτηση 2 - Γη και Ήλιος 2
Εμπλοκή μαθητών,Επεξήγηση για το αν πρέπει να κοιτάμε τον Ήλιο με γυμνό μάτι,Explanation,Low,0,,,,,,Συμπληρωματική ερώτηση 2 - Γη και Ήλιος 2,Συμπληρωματική ερώτηση 2 - Γη και Ήλιος 2,Συμπληρωματική ερώτηση 2 - Γη και Ήλιος 2
Εμπλοκή μαθητών,Επεξήγηση για το αν πρέπει να κοιτάμε τον Ήλιο με τηλεσκόπιο,Explanation,High,0,,,,,,Αρχικές υποθέσεις - Γεωκεντρικό μοντέλο,Αρχικές υποθέσεις - Γεωκεντρικό μοντέλο,Αρχικές υποθέσεις - Γεωκεντρικό μοντέλο
Εμπλοκή μαθητών,Επεξήγηση για το αν πρέπει να κοιτάμε τον Ήλιο με τηλεσκόπιο,Explanation,Moderate,3,,,0.0,0.0,7.0,Αρχικές υποθέσεις - Γεωκεντρικό μοντέλο,Αρχικές υποθέσεις - Γεωκεντρικό μοντέλο,Αρχικές υποθέσεις - Γεωκεντρικό μοντέλο
Εμπλοκή μαθητών,Επεξήγηση για το αν πρέπει να κοιτάμε τον Ήλιο με τηλεσκόπιο,Explanation,Low,2,,,0.0,0.0,9.5,Αρχικές υποθέσεις - Γεωκεντρικό μοντέλο,Αρχικές υποθέσεις - Γεωκεντρικό μοντέλο,Αρχικές υποθέσεις - Γεωκεντρικό μοντέλο
Υπόθεση,Αρχικές υποθέσεις - Γεωκεντρικό μοντέλο,Guidance,High,51,,,0.0,0.0,89.2,Παρατηρήσεις τον Ιανουάριο του 1610.,Παρατηρήσεις τον Ιανουάριο του 1610.,Παρατηρήσεις τον Ιανουάριο του 1610.
Υπόθεση,Αρχικές υποθέσεις - Γεωκεντρικό μοντέλο,Guidance,Moderate,33,,,0.0,0.0,73.2,Παρατηρήσεις τον Ιανουάριο του 1610.,Παρατηρήσεις τον Ιανουάριο του 1610.,Παρατηρήσεις τον Ιανουάριο του 1610.
Υπόθεση,Αρχικές υποθέσεις - Γεωκεντρικό μοντέλο,Guidance,Low,3,,,0.0,0.0,18.7,Παρατηρήσεις τον Ιανουάριο του 1610.,Παρατηρήσεις τον Ιανουάριο του 1610.,Παρατηρήσεις τον Ιανουάριο του 1610.
Υπόθεση,Παρατηρήσεις τον Ιανουάριο του 1610.,Question,High,51,41,10,80.4,19.6,102.0,Επεξηγήσεις σχετικά με παρατηρήσεις Γαλιλαίου 1610,Επεξηγήσεις σχετικά με παρατηρήσεις Γαλιλαίου 1610,Φεγγάρια του Δία
Υπόθεση,Παρατηρήσεις τον Ιανουάριο του 1610.,Question,Moderate,33,9,24,27.3,72.7,88.9,Επεξηγήσεις σχετικά με παρατηρήσεις Γαλιλαίου 1610,Επεξηγήσεις σχετικά με παρατηρήσεις Γαλιλαίου 1610,Φεγγάρια του Δία
Υπόθεση,Παρατηρήσεις τον Ιανουάριο του 1610.,Question,Low,3,0,3,0.0,100.0,103.7,Επεξηγήσεις σχετικά με παρατηρήσεις Γαλιλαίου 1610,Επεξηγήσεις σχετικά με παρατηρήσεις Γαλιλαίου 1610,Φεγγάρια του Δία
Υπόθεση,Φεγγάρια του Δία,Question,High,51,32,19,62.7,37.3,71.4,Συμπληρωματική ερώτηση για φεγγάρια του Δία,Συμπληρωματική ερώτηση για φεγγάρια του Δία,Πείραμα 1
Υπόθεση,Φεγγάρια του Δία,Question,Moderate,33,7,26,21.2,78.8,64.7,Συμπληρωματική ερώτηση για φεγγάρια του Δία,Συμπληρωματική ερώτηση για φεγγάρια του Δία,Πείραμα 1
Υπόθεση,Φεγγάρια του Δία,Question,Low,3,0,3,0.0,100.0,47.3,Συμπληρωματική ερώτηση για φεγγάρια του Δία,Συμπληρωματική ερώτηση για φεγγάρια του Δία,Πείραμα 1
Υπόθεση,Επεξηγήσεις σχετικά με παρατηρήσεις Γαλιλαίου 1610,Explanation,High,10,,,0.0,0.0,18.9,Φεγγάρια του Δία,Φεγγάρια του Δία,Φεγγάρια του Δία
Υπόθεση,Επεξηγήσεις σχετικά με παρατηρήσεις Γαλιλαίου 1610,Explanation,Moderate,24,,,0.0,0.0,26.4,Φεγγάρια του Δία,Φεγγάρια του Δία,Φεγγάρια του Δία
Υπόθεση,Επεξηγήσεις σχετικά με παρατηρήσεις Γαλιλαίου 1610,Explanation,Low,3,,,0.0,0.0,10.3,Φεγγάρια του Δία,Φεγγάρια του Δία,Φεγγάρια του Δία
Υπόθεση,Συμπληρωματική ερώτηση για φεγγάρια του Δία,Question,High,18,13,5,72.2,27.8,61.2,Πείραμα 1,Πείραμα 1,Πείραμα 1
Υπόθεση,Συμπληρωματική ερώτηση για φεγγάρια του Δία,Question,Moderate,26,18,8,69.2,30.8,48.1,Πείραμα 1,Πείραμα 1,Πείραμα 1
Υπόθεση,Συμπληρωματική ερώτηση για φεγγάρια του Δία,Question,Low,2,2,0,100.0,0.0,27.0,Πείραμα 1,Πείραμα 1,Πείραμα 1
Υπόθεση,Συμπληρωματική ερώτηση φεγγάρια Δία 2,Question,High,0,,,,,,"Επεξήγηση συμπληρωματικής ερώτησης φεγγάρια Δία 2, Πείραμα 1","Επεξήγηση συμπληρωματικής ερώτησης φεγγάρια Δία 2, Πείραμα 1","Επεξήγηση συμπληρωματικής ερώτησης φεγγάρια Δία 2, Πείραμα 1"
Υπόθεση,Συμπληρωματική ερώτηση φεγγάρια Δία 2,Question,Moderate,0,,,,,,"Επεξήγηση συμπληρωματικής ερώτησης φεγγάρια Δία 2, Πείραμα 1","Επεξήγηση συμπληρωματικής ερώτησης φεγγάρια Δία 2, Πείραμα 1","Επεξήγηση συμπληρωματικής ερώτησης φεγγάρια Δία 2, Πείραμα 1"
Υπόθεση,Συμπληρωματική ερώτηση φεγγάρια Δία 2,Question,Low,0,,,,,,"Επεξήγηση συμπληρωματικής ερώτησης φεγγάρια Δία 2, Πείραμα 1","Επεξήγηση συμπληρωματικής ερώτησης φεγγάρια Δία 2, Πείραμα 1","Επεξήγηση συμπληρωματικής ερώτησης φεγγάρια Δία 2, Πείραμα 1"
Υπόθεση,Επεξήγηση συμπληρωματικής ερώτησης φεγγάρια Δία 2,Explanation,High,0,,,,,,Πείραμα 1,Πείραμα 1,Πείραμα 1
Υπόθεση,Επεξήγηση συμπληρωματικής ερώτησης φεγγάρια Δία 2,Explanation,Moderate,0,,,,,,Πείραμα 1,Πείραμα 1,Πείραμα 1
Υπόθεση,Επεξήγηση συμπληρωματικής ερώτησης φεγγάρια Δία 2,Explanation,Low,0,,,,,,Πείραμα 1,Πείραμα 1,Πείραμα 1
Πείραμα,Πείραμα 1,Experiment,High,25,,,0.0,0.0,624.7,Ερώτηση 1 - Ακτίνα Δία,Ερώτηση 1 - Ακτίνα Δία,Ερώτηση 1 - Ακτίνα Δία
Πείραμα,Πείραμα 1,Experiment,Moderate,57,,,0.0,0.0,383.4,Ερώτηση 1 - Ακτίνα Δία,Ερώτηση 1 - Ακτίνα Δία,Ερώτηση 1 - Ακτίνα Δία
Πείραμα,Πείραμα 1,Experiment,Low,5,,,0.0,0.0,481.4,Ερώτηση 1 - Ακτίνα Δία,Ερώτηση 1 - Ακτίνα Δία,Ερώτηση 1 - Ακτίνα Δία
Πείραμα,Ερώτηση 1 - Ακτίνα Δία,Question,High,25,13,12,52.0,48.0,39.6,PSQ - 1 - Exp,PSQ - 1 - Exp,PSQ - 1 - Exp
Πείραμα,Ερώτηση 1 - Ακτίνα Δία,Question,Moderate,57,16,41,28.1,71.9,42.1,PSQ - 1 - Exp,PSQ - 1 - Exp,PSQ - 1 - Exp
Πείραμα,Ερώτηση 1 - Ακτίνα Δία,Question,Low,5,0,5,0.0,100.0,32.0,PSQ - 1 - Exp,PSQ - 1 - Exp,PSQ - 1 - Exp
Πείραμα,PSQ - 1 - Exp,Question,High,25,20,5,80.0,20.0,68.6,Επεξηγήσεις σε PSQ1 - Exp,Επεξηγήσεις σε PSQ1 - Exp,PSQ - 2 - Exp
Πείραμα,PSQ - 1 - Exp,Question,Moderate,57,19,38,33.3,66.7,93.3,Επεξηγήσεις σε PSQ1 - Exp,Επεξηγήσεις σε PSQ1 - Exp,PSQ - 2 - Exp
Πείραμα,PSQ - 1 - Exp,Question,Low,5,0,5,0.0,100.0,180.0,Επεξηγήσεις σε PSQ1 - Exp,Επεξηγήσεις σε PSQ1 - Exp,PSQ - 2 - Exp
Πείραμα,PSQ - 2 - Exp,Question,High,25,22,3,88.0,12.0,67.9,Επεξηγήσεις PSQ2 - Exp,Καθοδήγηση σε PSQ2 - Exp,Ανάλυση αποτελεσμάτων
Πείραμα,PSQ - 2 - Exp,Question,Moderate,56,14,42,25.0,75.0,99.5,Επεξηγήσεις PSQ2 - Exp,Καθοδήγηση σε PSQ2 - Exp,Ανάλυση αποτελεσμάτων
Πείραμα,PSQ - 2 - Exp,Question,Low,5,0,5,0.0,100.0,65.0,Επεξηγήσεις PSQ2 - Exp,Καθοδήγηση σε PSQ2 - Exp,Ανάλυση αποτελεσμάτων
Πείραμα,Επεξηγήσεις σε PSQ1 - Exp,Explanation,High,8,,,0.0,0.0,11.9,PSQ - 2 - Exp,PSQ - 2 - Exp,PSQ - 2 - Exp
Πείραμα,Επεξηγήσεις σε PSQ1 - Exp,Explanation,Moderate,51,,,0.0,0.0,27.6,PSQ - 2 - Exp,PSQ - 2 - Exp,PSQ - 2 - Exp
Πείραμα,Επεξηγήσεις σε PSQ1 - Exp,Explanation,Low,5,,,0.0,0.0,13.8,PSQ - 2 - Exp,PSQ - 2 - Exp,PSQ - 2 - Exp
Πείραμα,Επεξηγήσεις PSQ2 - Exp,Explanation,High,4,,,0.0,0.0,75.8,Ανάλυση αποτελεσμάτων,Ανάλυση αποτελεσμάτων,Ανάλυση αποτελεσμάτων
Πείραμα,Επεξηγήσεις PSQ2 - Exp,Explanation,Moderate,41,,,0.0,0.0,118.9,Ανάλυση αποτελεσμάτων,Ανάλυση αποτελεσμάτων,Ανάλυση αποτελεσμάτων
Πείραμα,Επεξηγήσεις PSQ2 - Exp,Explanation,Low,4,,,0.0,0.0,85.8,Ανάλυση αποτελεσμάτων,Ανάλυση αποτελεσμάτων,Ανάλυση αποτελεσμάτων
Πείραμα,Καθοδήγηση σε PSQ2 - Exp,Explanation,High,0,,,,,,Ανάλυση αποτελεσμάτων,Ανάλυση αποτελεσμάτων,Ανάλυση αποτελεσμάτων
Πείραμα,Καθοδήγηση σε PSQ2 - Exp,Explanation,Moderate,0,,,,,,Ανάλυση αποτελεσμάτων,Ανάλυση αποτελεσμάτων,Ανάλυση αποτελεσμάτων
Πείραμα,Καθοδήγηση σε PSQ2 - Exp,Explanation,Low,0,,,,,,Ανάλυση αποτελεσμάτων,Ανάλυση αποτελεσμάτων,Ανάλυση αποτελεσμάτων
Ανάλυση,Ανάλυση αποτελεσμάτων,Guidance,High,44,,,0.0,0.0,226.2,Υπολογισμός τετραγώνου περιόδου προς κύβο ακτίνας.,Υπολογισμός τετραγώνου περιόδου προς κύβο ακτίνας.,Υπολογισμός τετραγώνου περιόδου προς κύβο ακτίνας.
Ανάλυση,Ανάλυση αποτελεσμάτων,Guidance,Moderate,34,,,0.0,0.0,141.9,Υπολογισμός τετραγώνου περιόδου προς κύβο ακτίνας.,Υπολογισμός τετραγώνου περιόδου προς κύβο ακτίνας.,Υπολογισμός τετραγώνου περιόδου προς κύβο ακτίνας.
Ανάλυση,Ανάλυση αποτελεσμάτων,Guidance,Low,7,,,0.0,0.0,10.0,Υπολογισμός τετραγώνου περιόδου προς κύβο ακτίνας.,Υπολογισμός τετραγώνου περιόδου προς κύβο ακτίνας.,Υπολογισμός τετραγώνου περιόδου προς κύβο ακτίνας.
Ανάλυση,Υπολογισμός τετραγώνου περιόδου προς κύβο ακτίνας.,Question,High,44,35,9,79.5,20.5,176.5,Ερμηνεία Τ2/R3,Ερμηνεία Τ2/R3,Ερμηνεία Τ2/R3
Ανάλυση,Υπολογισμός τετραγώνου περιόδου προς κύβο ακτίνας.,Question,Moderate,34,6,28,17.6,82.4,149.8,Ερμηνεία Τ2/R3,Ερμηνεία Τ2/R3,Ερμηνεία Τ2/R3
Ανάλυση,Υπολογισμός τετραγώνου περιόδου προς κύβο ακτίνας.,Question,Low,7,0,7,0.0,100.0,108.3,Ερμηνεία Τ2/R3,Ερμηνεία Τ2/R3,Ερμηνεία Τ2/R3
Ανάλυση,Ερμηνεία Τ2/R3,Question,High,44,28,16,63.6,36.4,88.2,Επεξηγήσεις σε T2/R3,Καθοδήγηση σε T2/R3,Απόδειξη ηλιοκεντρικού συστήματος
Ανάλυση,Ερμηνεία Τ2/R3,Question,Moderate,34,9,25,26.5,73.5,89.9,Επεξηγήσεις σε T2/R3,Καθοδήγηση σε T2/R3,Απόδειξη ηλιοκεντρικού συστήματος
Ανάλυση,Ερμηνεία Τ2/R3,Question,Low,7,0,7,0.0,100.0,38.7,Επεξηγήσεις σε T2/R3,Καθοδήγηση σε T2/R3,Απόδειξη ηλιοκεντρικού συστήματος
Ανάλυση,Επεξηγήσεις σε T2/R3,Explanation,High,11,,,0.0,0.0,139.5,Απόδειξη ηλιοκεντρικού συστήματος,Απόδειξη ηλιοκεντρικού συστήματος,Απόδειξη ηλιοκεντρικού συστήματος
Ανάλυση,Επεξηγήσεις σε T2/R3,Explanation,Moderate,33,,,0.0,0.0,63.5,Απόδειξη ηλιοκεντρικού συστήματος,Απόδειξη ηλιοκεντρικού συστήματος,Απόδειξη ηλιοκεντρικού συστήματος
Ανάλυση,Επεξηγήσεις σε T2/R3,Explanation,Low,7,,,0.0,0.0,93.1,Απόδειξη ηλιοκεντρικού συστήματος,Απόδειξη ηλιοκεντρικού συστήματος,Απόδειξη ηλιοκεντρικού συστήματος
Ανάλυση,Καθοδήγηση σε T2/R3,Explanation,High,14,,,0.0,0.0,23.7,Απόδειξη ηλιοκεντρικού συστήματος,Απόδειξη ηλιοκεντρικού συστήματος,Απόδειξη ηλιοκεντρικού συστήματος
Ανάλυση,Καθοδήγηση σε T2/R3,Explanation,Moderate,0,,,,,,Απόδειξη ηλιοκεντρικού συστήματος,Απόδειξη ηλιοκεντρικού συστήματος,Απόδειξη ηλιοκεντρικού συστήματος
Ανάλυση,Καθοδήγηση σε T2/R3,Explanation,Low,0,,,,,,Απόδειξη ηλιοκεντρικού συστήματος,Απόδειξη ηλιοκεντρικού συστήματος,Απόδειξη ηλιοκεντρικού συστήματος
Αναστοχασμός,Απόδειξη ηλιοκεντρικού συστήματος,Question,High,24,24,0,100.0,0.0,54.9,Επεξηγήσεις για απόδειξη ηλιοκεντρικού συστήματος,καθοδήγηση για απόδειξη ηλιοκεντρικού συστήματος,Τελικά συμπεράσματα
Αναστοχασμός,Απόδειξη ηλιοκεντρικού συστήματος,Question,Moderate,46,0,46,0.0,100.0,57.1,Επεξηγήσεις για απόδειξη ηλιοκεντρικού συστήματος,καθοδήγηση για απόδειξη ηλιοκεντρικού συστήματος,Τελικά συμπεράσματα
Αναστοχασμός,Απόδειξη ηλιοκεντρικού συστήματος,Question,Low,15,0,15,0.0,100.0,78.4,Επεξηγήσεις για απόδειξη ηλιοκεντρικού συστήματος,καθοδήγηση για απόδειξη ηλιοκεντρικού συστήματος,Τελικά συμπεράσματα
Αναστοχασμός,Επεξηγήσεις για απόδειξη ηλιοκεντρικού συστήματος,Explanation,High,1,,,0.0,0.0,20.0,Τελικά συμπεράσματα,Τελικά συμπεράσματα,Τελικά συμπεράσματα
Αναστοχασμός,Επεξηγήσεις για απόδειξη ηλιοκεντρικού συστήματος,Explanation,Moderate,43,,,0.0,0.0,102.2,Τελικά συμπεράσματα,Τελικά συμπεράσματα,Τελικά συμπεράσματα
Αναστοχασμός,Επεξηγήσεις για απόδειξη ηλιοκεντρικού συστήματος,Explanation,Low,14,,,0.0,0.0,47.6,Τελικά συμπεράσματα,Τελικά συμπεράσματα,Τελικά συμπεράσματα
Αναστοχασμός,καθοδήγηση για απόδειξη ηλιοκεντρικού συστήματος,Explanation,High,0,,,,,,Τελικά συμπεράσματα,Τελικά συμπεράσματα,Τελικά συμπεράσματα
Αναστοχασμός,καθοδήγηση για απόδειξη ηλιοκεντρικού συστήματος,Explanation,Moderate,0,,,,,,Τελικά συμπεράσματα,Τελικά συμπεράσματα,Τελικά συμπεράσματα
Αναστοχασμός,καθοδήγηση για απόδειξη ηλιοκεντρικού συστήματος,Explanation,Low,0,,,,,,Τελικά συμπεράσματα,Τελικά συμπεράσματα,Τελικά συμπεράσματα
Αναστοχασμός,Τελικά συμπεράσματα,Explanation,High,23,,,0.0,0.0,160.2,,,
Αναστοχασμός,Τελικά συμπεράσματα,Explanation,Moderate,43,,,0.0,0.0,96.5,,,
Αναστοχασμός,Τελικά συμπεράσματα,Explanation,Low,14,,,0.0,0.0,76.0,,,
